source,target
W2272980267,W2101077566
W1976729438,W1546805721
W1976729438,W1553375038
W4295182804,W2513771126
W2359984016,W179173671
W2359984016,W2110720290
W2359984016,W2120775696
W4220842172,W2765474138
W2118194176,W2118194176
W929266576,W2122626890
W2959697025,W2959697025
W2168682007,W2168682007
W2288720608,W1967331856
W3042107850,W2070246259
W3042107850,W2520195155
W4214895170,W1920551269
W4214895170,W2786777957
W3181167608,W2791353700
W2031594118,W2089008030
W3133642417,W1820794182
W3133642417,W2162540340
W3133642417,W2788286056
W1966024970,W1966024970
W2904722957,W2150971341
W2904722957,W2484509641
W2904722957,W2599090392
W4319322395,W2745530882
W4319322395,W2889423557
W4319322395,W89323035
W4225136952,W1603638706
W4225136952,W2598992838
W4225136952,W2759909055
W2795237458,W2037893690
W2886481349,W1954748665
W3163292266,W2042074453
W3008234443,W2054305352
W3008234443,W2338868656
W3017177594,W2152362233
W3017177594,W2969969773
W4214592315,W2169932203
W4289416170,W332364090
W3036936091,W2134234483
W2774725382,W2067989547
W2774725382,W2115601936
W3000093029,W2777710857
W3000093029,W2902937446
W3000093029,W2906647017
W4226019448,W3082387809
W1776322179,W2117830263
W4318218419,W1979023541
W2790582234,W1977231305
W4285819736,W2571023102
W2949753076,W2123295671
W3186690828,W1570475492
W3186690828,W2011686195
W3186690828,W3186690828
W2972377638,W1946114722
W2254193005,W142153136
W3195062681,W2768225930
W4200540359,W2016258276
W4288059230,W2763335383
W4288059230,W3046942078
W2111995579,W1965365677
W3113914665,W3004832045
W3128785774,W2487393108
W4361002233,W4361002233
W2976873615,W160888107
W2976873615,W2011445527
W2976873615,W2563172766
W4315701403,W2617557602
W4315701403,W3216906585
W2149078931,W2149078931
W2176107597,W2247314448
W2883275838,W2345544851
W2901699426,W2122778477
W2901699426,W2144273247
W2901699426,W2152100094
W2901699426,W2764288826
W3127587076,W3092099952
W4283703061,W4200208278
W3080150638,W2513776196
W3006071303,W2023183479
W3044059878,W2160106813
W3044059878,W2266803037
W4200144920,W3097154359
W4229011939,W2122879756
W4229011939,W2402146939
W2154236520,W1611488193
W2154236520,W2035183364
W2154236520,W2122947404
W2154236520,W2127452211
W2154236520,W2133790105
W2154236520,W2139842257
W2154236520,W2161440260
W2154236520,W2169570062
W2154236520,W2170999558
W4383906346,W1977455336
W4383906346,W4383906346
W2748701166,W2171917649
W2740219317,W2552568739
W3011912379,W4247137369
W3118499616,W2279587347
W3138786603,W2070602554
W3138786603,W2280154494
W3138786603,W2775736702
W3138786603,W2944645388
W4214815694,W2955694046
W4295122716,W2157830170
W4295122716,W2208782186
W4295122716,W2407395934
W4292315349,W2993640054
W3182507130,W1547729771
W3196855967,W2914755738
W3193522364,W1999428106
W3128715711,W3128715711
W4384103672,W4312223457
W1839617050,W2048343086
W2889614572,W2018677261
W2889614572,W2167901741
W2889614572,W2273084586
W2735654030,W2591475093
W4376641400,W2133619450
W4376641400,W2416644120
W3026613243,W2161514454
W3026613243,W2184310455
W2738569799,W2112557014
W3089993935,W3089993935
W2260160291,W1714924455
W2260160291,W1930724489
W2260160291,W1965874880
W2922302858,W2009330641
W4310481539,W4224087565
W4223449077,W2114929200
W4223449077,W2463615168
W2526237353,W2054379714
W2490966273,W1495193148
W2490966273,W1917840200
W4320857588,W3085921222
W4320857588,W3118634641
W4352978886,W2806434441
W4352978886,W2889171387
W4387824264,W4387824264
W2403035826,W2262236578
W4366415330,W2969572623
W2780309620,W2498612389
W2780309620,W3123594268
W4318992153,W4318992153
W4321464156,W2063428325
W4321464156,W2153518817
W4321464156,W2535096423
W4321464156,W2809807541
W4382657099,W2514123128
W4382657099,W4382657099
W4318542343,W3037733909
W3093492341,W2558267845
W2183972363,W1998101487
W618945421,W181583507
W2773735909,W2210276706
W4310207308,W1789940733
W4310207308,W2171293924
W2295009139,W2183406660
W4295761654,W2996984735
W4220899256,W3172397770
W3210965684,W113438074
W3210965684,W1977455336
W3210965684,W2079601803
W3210965684,W2950664931
W2954219036,W13313439
W2954219036,W1937885674
W2954219036,W1978886565
W2954219036,W2069043241
W2954219036,W2229640452
W2954219036,W2482800586
W2954219036,W2898575524
W4313459679,W2805054972
W4313459679,W3021849119
W4306322046,W2510732299
W4306322046,W3004052588
W2946389279,W2040055520
W2946389279,W2042407148
W2903002674,W2106496699
W2033368397,W2166019898
W3131741946,W1606916249
W3134808937,W2013504878
W3216355404,W2908082141
W2275654920,W53977801
W2100688615,W2152475488
W3044405013,W2038704565
W3028113368,W2287500394
W2140984762,W2009330641
W2140984762,W2226209334
W2184993447,W2058303752
W3082800944,W1556114528
W3134668211,W2885338225
W2963267370,W2036078430
W2963267370,W2894808506
W2963267370,W2913691487
W2963267370,W3011675269
W2810095635,W2257814518
W2946220127,W2066617120
W2946220127,W2180079230
W2946820550,W2009277115
W3132566186,W2554157845
W4381715497,W2041665063
W4381715497,W2150971341
W4381715497,W4381715497
W4318822074,W2185158870
W4318822074,W2906291802
W4318822074,W4318822074
W2148677925,W2171084901
W2775888511,W2095307261
W2775888511,W2132593767
W4377195809,W3033904875
W3049327270,W1661852044
W3049327270,W2894808506
W3049327270,W3011675269
W3122439588,W2560129119
W2994366017,W2223059098
W2994366017,W2467141009
W4225639093,W2906647017
W4290793032,W2101398132
W4290793032,W2626736977
W4313116542,W2810989263
W4281484441,W2767335198
W3093600180,W2739138915
W4304128497,W2028857918
W4304128497,W2149908820
W4304128497,W2225411340
W4304128497,W2744814932
W4304128497,W3188406811
W3106229475,W3019781182
W4291035176,W2123295671
W4249236535,W4249236535
W4316193346,W4289520500
W3033893918,W1973311558
W3033893918,W3028230241
W2140134193,W2104426988
W3128369956,W2141532934
W2143576548,W2145922711
W4328049725,W2120823115
W2139300032,W1994829197
W2139300032,W2008606986
W2139300032,W2031729994
W2139300032,W2093482900
W2945759568,W2737147597
W2922095031,W2008005040
W2922095031,W2075197536
W2922095031,W2150971341
W2809671085,W2745304463
W4297231307,W2534952784
W4297231307,W2915436557
W4376643576,W2112224657
W4376643576,W2122931823
W4376643576,W2169153555
W4376643576,W2802625733
W4376643576,W3013920238
W4380090915,W4380090915
W4205253331,W2153518817
W4256501081,W3034128169
W2767279385,W1582275328
W2767279385,W1978856994
W2767279385,W1997555271
W2767279385,W2130418563
W2767279385,W2492438568
W2767279385,W2728026280
W4292080969,W2187003206
W4308458330,W3086788763
W4306882643,W3042725095
W3027745795,W2040217593
W3070695109,W2887645801
W4224211637,W2587052381
W4302290698,W3096823671
W2606389343,W2186662108
W2606389343,W2576363903
W2606389343,W2590305549
W4281617784,W3110483352
W2292900115,W1579395186
W2292900115,W2038674746
W2292900115,W2088524326
W2292900115,W2123295671
W2404189137,W4301056702
W3200765513,W3117475888
W3200765513,W3200765513
W2159178002,W2012629377
W4382813971,W2588067420
W2980529655,W2980529655
W2739037464,W1993941075
W2739037464,W2077521207
W2739037464,W2109678725
W2982064965,W2020446813
W2982064965,W2524813834
W2982236321,W2113456094
W2982236321,W2259438152
W2982236321,W2602961825
W3175224490,W2121299119
W4386548699,W2111697226
W4386548699,W2776604097
W4386548699,W2801567470
W4386548699,W3092395870
W4386548699,W3210321191
W2251954765,W1982961907
W2251954765,W2133338971
W2251954765,W2336210640
W4386117423,W4386117423
W2118687918,W1992311625
W2118687918,W2176282469
W4300863247,W4300863247
W4236864368,W2460631072
W3015304241,W1875578466
W3015304241,W1987606514
W3148625293,W2747703761
W2501510950,W2274955024
W2475779194,W2074750150
W2475779194,W2118012501
W2345000589,W2163499808
W4246248503,W2138712614
W4367335311,W3132264034
W4361253684,W3091323429
W2129760151,W1814194471
W2129760151,W1973272197
W3123800115,W2524192231
W3123800115,W3009156308
W2163499808,W1956922231
W2163499808,W2102241632
W2163499808,W2287610217
W2895917821,W1833860560
W2895917821,W2029237975
W2895917821,W2142298369
W2895917821,W2241557480
W2895917821,W2788764521
W2898876450,W2121076816
W2898876450,W2754354321
W4323347255,W1853410609
W4323347255,W3111837157
W2502245969,W2028409446
W2502245969,W2141823380
W4307659342,W2102999510
W4307659342,W2971814701
W4307659342,W3007022628
W4307659342,W4223424071
W3047218306,W2467980731
W3047218306,W2513813791
W4292858547,W2885966824
W3199877080,W2801306953
W2290107695,W2047500209
W3157204795,W2168538122
W3157204795,W2754188056
W4385520503,W3149788849
W4385520503,W3196663005
W4385520503,W4206949361
W2084130432,W2070939379
W2297411816,W2023957251
W160071240,W2145922711
W4312191263,W2463952626
W4323566816,W2734946768
W2024243339,W2053396086
W3039048612,W4238020906
W2916615391,W2826315439
W2790474968,W2151977715
W3106501418,W3021623624
W4253335358,W2331451636
W1769551541,W2079634025
W2504043504,W2476549774
W2183987248,W3035926090
W2187534583,W565828135
W2417854247,W2084397646
W2501375528,W587052042
W2501375528,W596230211
W1969470321,W166276310
W2002214670,W1525082046
W2002214670,W2087424155
W2168898840,W1996925585
W2168898840,W1998240597
W2168898840,W2035234323
W2168898840,W591285117
W2005494224,W2045516009
W2005494224,W4237782416
W4324031722,W1501209756
W4324031722,W290574733
W4377080684,W2287448384
W4377080684,W2412887300
W4377080684,W309766097
W4377080684,W560597757
W4377080684,W86183895
W4377080836,W1978181554
W4377080836,W2072163925
W4377080836,W2177240387
W4377080836,W2516453746
W4377080836,W2605617696
W4377080836,W2738899621
W4377080836,W2911113534
W4377080836,W3121214891
W4377080836,W4256430702
W4377080836,W655523008
W4312066962,W2087706946
W4312066962,W2087872460
W4312066962,W2088317125
W4312066962,W2104055976
W4312066962,W2120427297
W4312066962,W2128916748
W4312066962,W2460631072
W4312066962,W4256494558
W4385371508,W1563015650
W4385371508,W2997247507
W3160827641,W1973272197
W2299229737,W163324296
W2299229737,W3092251027
W2778362945,W1568154675
W2778362945,W2029408090
W2778362945,W571707010
W2778362945,W611651102
W2966030590,W309766097
W4383067554,W2062260747
W4383067554,W2495855338
W4383067554,W4244571439
W4386758809,W3083523904
W4387543019,W2095802859
W4387543019,W2466883558
W4387543019,W2513950801
W2264381390,W2614990594
W2132361363,W1994221499
W2132361363,W2029002501
W2132361363,W2085643003
W2132361363,W2140546104
W3089671284,W2042088962
W3089671284,W2079378105
W4200584111,W1521830003
W4200584111,W1897566926
W4200584111,W1983624536
W4200584111,W1992319277
W4200584111,W2345355138
W4200584111,W2476549774
W4200584111,W2793698413
W4200584111,W2947817873
W4200584111,W3117632015
W4200584111,W4238097915
W4200584111,W626806755
W2612661628,W332364090
W2611121422,W2125722073
W4385781945,W1592274343
W4385781945,W2738899621
W4385781945,W2922486692
W4385781945,W3122366602
W4385781945,W4320159256
W4366285802,W2981801353
W4366285802,W4251725808
W3033934214,W1963695721
W4388688342,W2587223237
W4388688342,W4230681488
W4388688342,W580680623
W4321214148,W1207937357
W4321214148,W2064024989
W4321214148,W2068983527
W4317036044,W2162252331
W2490670012,W2498447016
W2490670012,W2517851661
W4308134781,W2998577676
W4308134781,W332364090
W4387670085,W1994829197
W4387670085,W2141923405
W4386146409,W2016623757
W4386146409,W2757851438
W4386146409,W2891124721
W4386146409,W2944645388
W4386146409,W3016513119
W4386146409,W4241454982
W4386146409,W560964216
W4293116575,W2911113534
W4293116575,W4229646836
W4377080673,W2287448384
W4377080673,W2412887300
W4377080673,W309766097
W4377080673,W560597757
W4377080673,W86183895
W2108939970,W2070118686
W2108939970,W2087872460
W2108939970,W2088317125
W2108939970,W2331451636
W4317880713,W4230977085
W4389940554,W1913775259
W4389940554,W4250682244
W4389940554,W604125021
W4200114649,W2014983382
W4200114649,W2020136806
W4200114649,W3152670969
W4386870045,W2095307261
W4386870045,W2564215650
W4386870045,W2911986760
W1561794444,W1574996785
W2110055044,W2137512562
W2922486692,W1741526502
W2922486692,W1963970747
W2922486692,W1976595060
W2922486692,W1996145989
W2922486692,W2014061239
W2922486692,W2051110753
W2922486692,W2171609645
W2922486692,W2312431933
W2465230911,W1970894953
W2465230911,W2066407720
W2465230911,W2087872460
W2258037045,W2029361363
W2258037045,W2142594782
W2971874507,W2790582234
W4390029907,W2090224533
W4390029907,W2969653099
W4383906531,W1975516360
W4383906531,W582170723
W2970148348,W2005193368
W2970148348,W2114351615
W2970148348,W2793813367
W4309026325,W1968570953
W4309026325,W2516602934
W4309026325,W2628068126
W4309026325,W2730773839
W4309026325,W2970364710
W4309026325,W2985908063
W4309026325,W3002446170
W4309026325,W3082900092
W4309026325,W3086517200
W4309026325,W3134441186
W4298005509,W2048349910
W2906170964,W2095844943
W2906170964,W85222700
W3034315042,W3034315042
W4387271293,W2120038422
W4387271293,W2741977338
W4250728421,W1521830003
W4250728421,W1897566926
W4250728421,W1983624536
W4250728421,W1992319277
W4250728421,W2345355138
W4250728421,W2476549774
W4250728421,W2793698413
W4250728421,W2947817873
W4250728421,W3117632015
W4250728421,W4238097915
W4250728421,W626806755
W2942913975,W142434780
W2942913975,W1841047768
W2942913975,W1972884935
W2942913975,W1973900913
W2942913975,W1986702984
W2942913975,W2043473572
W2942913975,W2061359420
W2942913975,W2067947894
W2942913975,W2564570930
W2942913975,W2799508541
W4362450828,W1986702984
W4362450828,W2027038080
W4234174731,W4239165299
W248454879,W167509823
W4220950783,W1521946633
W4220950783,W4388387861
W4385603341,W2580324277
W4385603341,W3180898534
W4385603341,W4223424071
W4363646166,W1577942101
W4363646166,W3207303675
W2999081197,W1975846244
W2085680528,W2019632769
W148594247,W2130386259
W148594247,W2164288444
W3116375545,W1971007660
W3116375545,W1971472703
W3116375545,W2077097787
W3116375545,W2079378105
W3116375545,W2476912915
W3116375545,W2517851661
W3116375545,W2738899621
W2612881451,W1996706013
W2520180682,W2142904336
W3108016136,W1494673703
W3108016136,W2035234323
W3108016136,W2079007434
W4389503796,W567813143
W4220974945,W3189316661
W4387425119,W2017020520
W4320038513,W3177559701
W4389339593,W1965253959
W4389339593,W2059721203
W4389339593,W2981581643
W4319443139,W2012027680
W4319443139,W2033147975
W4319443139,W2161514454
W3126147765,W2030325450
W4288685086,W2070483935
W4288685086,W2887422762
W3199570388,W2068151806
W3161283561,W1881261912
W3161283561,W1897566926
W3161283561,W1973900913
W3161283561,W1986702984
W3161283561,W2023498577
W3161283561,W2024649818
W3161283561,W2027106818
W3161283561,W2057181189
W3161283561,W2891478356
W3161283561,W590701398
W3161283561,W643931756
W4200070447,W2753299609
W4221105690,W4241454982
W4221105690,W4388090209
W4221105690,W604125021
W4381462838,W2079090489
W260827281,W2091905324
W4318055121,W1545634907
W4318055121,W2092678681
W4385432627,W1983001407
W4250716182,W1975100149
W2342417942,W1971966412
W4283396539,W2068637582
W4283396539,W2600025341
W4296193289,W2314857602
W3025175880,W2018523609
W3025175880,W2029957288
W3025175880,W2035234323
W3025175880,W2045516009
W3025175880,W2077496948
W3025175880,W2160062672
W3025175880,W2487294076
W3025175880,W2518125279
W3025175880,W2899804252
W3025175880,W4241454982
W3025175880,W4256494558
W3025175880,W604125021
W4377080862,W1978181554
W4377080862,W2072163925
W4377080862,W2177240387
W4377080862,W2516453746
W4377080862,W2605617696
W4377080862,W2738899621
W4377080862,W2911113534
W4377080862,W3121214891
W4377080862,W4256430702
W4377080862,W655523008
W4386862210,W1978181554
W4386862210,W2024468101
W4386862210,W2144172594
W4386862210,W2339240604
W4386862210,W2560617689
W4386862210,W3007293104
W4386862210,W428369357
W4386862210,W4380325161
W4293218897,W1966987135
W4293218897,W1993040153
W4293218897,W2017055747
W4293218897,W2974422859
W2981786989,W1968867537
W2981786989,W2009975077
W2981786989,W2093482900
W1548108123,W1859242479
W1548108123,W1982667282
W1548108123,W571437293
W2438218942,W621310887
W3201815212,W1801340522
W3201815212,W2001012025
W3201815212,W2058539657
W3201815212,W2059250547
W3201815212,W2070118686
W3201815212,W2073401934
W3201815212,W2087872460
W3201815212,W2133040033
W3201815212,W2135429266
W3112516182,W1961352987
W3112516182,W2203380257
W3112516182,W2559526834
W4390270801,W4247137369
W4376137092,W2808217653
W4376137092,W2923258152
W4376137092,W3133025749
W4376137092,W3152670969
W4376137092,W4240979162
W4362586782,W1574996785
W4362586782,W2476598224
W4362586782,W571437293
W2977844946,W2233534544
W3160342538,W1480366610
W3160342538,W1483734332
W3160342538,W1501209756
W3160342538,W1502908926
W3160342538,W1598150572
W3160342538,W1605963737
W3160342538,W1606731978
W3160342538,W1963695721
W3160342538,W1975846768
W3160342538,W1992987171
W3160342538,W2035234323
W3160342538,W2045516009
W3160342538,W2050341675
W3160342538,W2084397646
W3160342538,W2113306247
W3160342538,W2137554350
W3160342538,W2156171229
W3160342538,W2165134793
W3160342538,W2266607845
W3160342538,W2613340267
W3160342538,W429978618
W3160342538,W571707010
W3160342538,W607828736
W3216900982,W2781739096
W3216900982,W2809039573
W2182796939,W2428832269
W3110932704,W2786072687
W3110932704,W2800911026
W3167135710,W2135870948
W3167135710,W653974198
W1571300214,W2138722007
W4381665702,W1972787972
W4381665702,W2070483935
W4381665702,W2130829116
W4385304862,W2025622815
W4390781733,W2940093558
W4390781733,W4309326584
W4388046917,W2966810714
W4309209552,W1570307577
W4309209552,W2077496948
W4313547089,W254377290
W4313547089,W3176460584
W4313547089,W4200070447
W4388998689,W1950729227
W4388998689,W2121395340
W4388998689,W3108375692
W3171573786,W1965516346
W3171573786,W1968867537
W3171573786,W1973272197
W3171573786,W2035234323
W3171573786,W2045988798
W3171573786,W2075176537
W3171573786,W2077966503
W3171573786,W2289827059
W3171573786,W2607179455
W3171573786,W3174612068
W3171573786,W4238097915
W3171573786,W4253196894
W2481486378,W2044264925
W2481486378,W2093482900
W2481486378,W603150901
W4389180781,W2021485627
W4389180781,W2587239788
W4289782315,W2001618307
W4224307921,W2066617120
W2114721400,W2171609645
W4280613374,W2085959146
W4280613374,W2428888740
W4353013870,W2941555846
W2942870634,W1978639813
W2942870634,W2045815264
W2942870634,W2050564850
W2942870634,W2885881592
W4220887896,W1922134585
W4220887896,W2128043625
W4220887896,W3208169290
W4310202180,W3169300992
W4310202180,W3175591347
W4310202180,W4200436365
W3117771861,W2032396230
W3117771861,W2804853056
W4380877412,W2042074453
W4380877412,W2072613689
W3115981053,W2473807566
W3115981053,W2517851661
W3115981053,W2547189960
W3115981053,W2559526834
W3000982101,W2889171387
W4214512650,W1838361749
W4214512650,W1849034244
W2801823677,W599642450
W4385603384,W1519580080
W4225486175,W2764081042
W3191226566,W2098132030
W3191226566,W2796648648
W2565671616,W2170561698
W4386601919,W2013922809
W4386601919,W2022752433
W2189269904,W2095065410
W3126734287,W1530073027
W3126734287,W1922036357
W3126734287,W2000735325
W3126734287,W2008249487
W3126734287,W2055798889
W3126734287,W2156171229
W3126734287,W2158840090
W3216285148,W2308792907
W3169805440,W2130670223
W3169805440,W2132510482
W3169805440,W2612876283
W2964202373,W2026777665
W4318590656,W2120288544
W4318590656,W3112067724
W4318590656,W4220725466
W4318590656,W4224023280
W4210964657,W2152100094
W4210964657,W2605888490
W2187220446,W2181406656
W2899253258,W1494247785
W3100426699,W1976595060
W3100426699,W2075176537
W4206476927,W2028409446
W4308005496,W2009975077
W4308005496,W4237773874
W3113497173,W2138722007
W3175531479,W2345971375
W3175531479,W3175531479
W3120935009,W2169951977
W2993391565,W2048800436
W3186007571,W2098331777
W4243369339,W2293923363
W4243369339,W2611928672
W4243369339,W2859679749
W3124246701,W1487999592
W3124246701,W650009892
W4389762870,W1555567534
W4389762870,W1970197627
W4389762870,W1974840411
W4389762870,W2019454823
W4389762870,W2045899924
W4389762870,W2114267294
W4389762870,W2484997573
W4389762870,W2563996193
W4389762870,W2567051485
W4389762870,W2616909017
W4205172356,W2973474399
W4205172356,W629779683
W2184421256,W1539368010
W4390946104,W2015747783
W4390946104,W2225135363
W4390946104,W4383618390
W3164215708,W1489160490
W3164215708,W2005932724
W3164215708,W2025835685
W3164215708,W2044201195
W3164215708,W2131592821
W3164215708,W606930667
W3164215708,W74794663
W2600931157,W2112185800
W4232770959,W2152100094
W4232770959,W2605888490
W4200166356,W2171609645
W4200166356,W2476598224
W4200166356,W2567397190
W4200166356,W604125021
W4360866179,W2605641296
W4360866179,W3007293104
W4360866179,W4311658420
W4383711023,W3197810060
W4386594007,W4386594007
W3087361863,W2342389983
W3087361863,W2932938250
W2990683716,W1581654927
W2990683716,W1833860560
W2990683716,W2142298369
W2990683716,W2155340849
W2990683716,W2418254091
W2990683716,W2474650519
W2990683716,W2735149936
W2181112002,W2097581316
W2181112002,W2122300576
W4385950160,W2199301634
W4387033086,W2113456094
W4387033086,W2896327168
W4387033086,W2982236321
W4387033086,W4223424071
W4387033086,W4308496444
W4211160719,W2005932724
W2996662346,W4241857321
W2996662346,W571437293
W4322500128,W2028639719
W4390918116,W2728161851
W4390918116,W3026688411
W2567388743,W643931756
W2567388743,W644384167
W2985350097,W2081244417
W2132207726,W2182489145
W4383187129,W2140630140
W4353061922,W2980141402
W2590346032,W2079090489
W2269651115,W1969263338
W2888158516,W1566057185
W2888158516,W1965253959
W2888158516,W2049290896
W2888158516,W2075176537
W2888158516,W2254963564
W2888158516,W2519861051
W2888158516,W2567539474
W2888158516,W2806848958
W2888158516,W4388387861
W4385724758,W2947682486
W4385724758,W2961493524
W4385986725,W2489997036
W4385986725,W4225271916
W4376276605,W2553726028
W4376276605,W3175591347
W4376276605,W4220688584
W4388513665,W2144744932
W4390015094,W2009330641
W645328114,W2003279196
W645328114,W2186456905
W645328114,W2291303106
W4391072566,W2283550792
W4391072566,W2785388244
W4391072566,W2891078159
W4391072566,W3093627810
W4391072566,W3190379098
W4391072566,W3213366830
W4390971928,W1982116260
W4390971928,W2994227564
W4390906574,W2799628042
W4390906574,W4296607131
W3081891462,W1881261912
W3081891462,W1897566926
W3081891462,W1973900913
W3081891462,W1986702984
W3081891462,W2023498577
W3081891462,W2024649818
W3081891462,W2027106818
W3081891462,W2057181189
W3081891462,W2891478356
W3081891462,W590701398
W3081891462,W643931756
W4322747858,W2982465984
W2186014922,W1987934716
W4205386700,W1487999592
W4205386700,W1599098479
W4205386700,W1601812050
W4205386700,W2018778805
W4205386700,W2041685217
W4205386700,W2083638588
W4205386700,W2134132305
W4205386700,W2262070866
W4205386700,W2279439537
W4205386700,W2508408700
W4205386700,W2613340267
W4205386700,W2742137193
W2137563787,W2150891739
W2476836516,W1987963636
W2476836516,W655788873
W2098120095,W2101931481
W4377080674,W2287448384
W4377080674,W2412887300
W4377080674,W309766097
W4377080674,W560597757
W4377080674,W86183895
W4378071237,W2135646362
W3086690092,W37152199
W4362728000,W3119378509
W4388592407,W2597021266
W3092189869,W3189419301
W4377043444,W4220712046
W4385498684,W3134766254
W3111812375,W2785845064
W3111812375,W2924877398
W3111812375,W2996293315
W4293245698,W2899351825
W4293245698,W3208082033
W3034849185,W1999428106
W3034849185,W2150863421
W4390942112,W3167056375
W4316673380,W3165076293
W4387017286,W4387017286
W4384028481,W1890997845
W4387599705,W1499157440
W4387599705,W166614984
W4387599705,W1965616134
W4387599705,W1973272197
W4387599705,W2003279196
W4387599705,W2024468101
W4387599705,W2144744932
W4387599705,W2155520004
W4387599705,W2186456905
W4387599705,W2259438152
W4387599705,W2564769293
W1437361371,W2131940011
W4229052107,W2029002501
W4229052107,W2140546104
W4229052107,W623616300
W4363651533,W2316488519
W4363651533,W2564215650
W4363651533,W2781564376
W4363651533,W2944453405
W4363651533,W2953209511
W3172600720,W1526660965
W3172600720,W2249566104
W3172600720,W2281963154
W3172600720,W2463410756
W2752355455,W2752355455
W4390948054,W4352992403
W4368251195,W2987930357
W4220987510,W2093482900
W4247079108,W2508039338
W3181756201,W3040762986
W3181756201,W3081864550
W4243707673,W1974523868
W2619489514,W2107007009
W2619489514,W2125555223
W2619489514,W2158593252
W1595813729,W2079364841
W2184153241,W1993941075
W2184153241,W2161514454
W2482217123,W1922036357
W2482217123,W4388090209
W4380990432,W2028544898
W4380990432,W2266607845
W4380990432,W3003915593
W3128525518,W1987606514
W4390339599,W3208082033
W4281732665,W1863079922
W3203124210,W2168309671
W2938464538,W2087774592
W4385700780,W3089392754
W4385700780,W4387765555
W4281395094,W2465601621
W4281395094,W2940093558
W4244502141,W2059250547
W4244502141,W2112185800
W4244502141,W2135429266
W2126278818,W2046854739
W4386090700,W2770336249
W4386090700,W3007022628
W4386090700,W3120415429
W4381930292,W2949100943
W4312070764,W2122879756
W4312070764,W2808624202
W4312070764,W3048074709
W4365517970,W2115602987
W4385541255,W4308021243
W2904241092,W2096474112
W3046984169,W62312232
W4280589284,W2738513762
W4280589284,W2949100943
W4280589284,W3127968567
W3036469905,W2737373253
W3083893994,W2906192852
W3128695987,W2009330641
W2463483982,W2006861384
W2463483982,W2137554350
W2463483982,W2414835096
W2064645803,W1581839061
W4211187954,W1562601910
W4211187954,W1976974697
W4211187954,W1990376348
W4211187954,W2027935766
W4211187954,W2042510784
W4211187954,W2098615349
W4211187954,W2135429266
W4211187954,W2159987595
W4211187954,W637419734
W2980170428,W2093179595
W4210713449,W1900125288
W4210713449,W1983624536
W4210713449,W2040913496
W4210713449,W217650696
W4210713449,W2517851661
W4210713449,W2550784407
W4210713449,W2742137193
W4210713449,W2789357961
W4210713449,W414668320
W4210713449,W4211014074
W4210713449,W4388090209
W4210713449,W86183895
W165410874,W1994221499
W165410874,W2035220566
W165410874,W2088317125
W1965086424,W2053587665
W1965086424,W2077116645
W1965086424,W2088587490
W1965086424,W2146788243
W4232411550,W1997508117
W4389366934,W3144564509
W4389366934,W3185564463
W4389366934,W4220910253
W4389366934,W4366133855
W3208203507,W3045050429
W4312085900,W3090455182
W3118855625,W1992319277
W3035742761,W1764478455
W4211017012,W2132593767
W2342030130,W2098466884
W3135271689,W3135271689
W4280515381,W3038333359
W2805096417,W2163814861
W2805096417,W2780524991
W2805096417,W974833663
W4238604227,W2152100094
W4238604227,W2605888490
W4378804315,W1568194642
W4378804315,W2178814885
W3172572105,W2027343020
W4384523896,W2125385484
W4384523896,W2940093558
W4384523896,W4200133018
W4293086607,W2035234323
W4293086607,W2058834830
W3048113052,W3017197322
W4377691747,W2610403858
W3124924136,W2092961309
W4388018779,W4311825441
W3194189688,W2170713227
W4362610936,W1663572074
W4362610936,W2126594227
W4362610936,W2345544851
W4362610936,W2768414605
W4362610936,W2779471150
W4387606195,W3132264034
W4387606195,W3210018116
W4387606195,W4281887235
W573656135,W142434780
W4205606155,W2949100943
W4205606155,W3010886165
W1576389916,W1506979973
W1576389916,W53977801
W4210461923,W1521830003
W4210461923,W1897566926
W4210461923,W1983624536
W4210461923,W1992319277
W4210461923,W2345355138
W4210461923,W2476549774
W4210461923,W2793698413
W4210461923,W2947817873
W4210461923,W3117632015
W4210461923,W4238097915
W4210461923,W626806755
W2787565748,W2607104451
W4243660833,W2766167317
W4243660833,W2809751588
W4243660833,W2907224249
W4243660833,W2991286429
W4243660833,W3018257575
W2118279588,W2087392805
W2118279588,W2291528092
W4297463200,W3122399100
W4297463200,W3134486651
W1499261780,W2072790967
W4230049476,W2000460168
W1561329471,W1561329471
W1897290268,W1508014144
W3026015181,W4230177528
W2263986238,W2122879756
W4285800243,W2019936979
W4285800243,W2513776196
W3112061245,W2924250018
W2997040548,W1987968652
W2997040548,W1990632773
W3118797339,W2036779784
W3118797339,W2079378105
W4385999659,W2050564850
W4385999659,W2745765119
W4385999659,W2770072077
W4390336927,W4213215978
W2887303984,W2061253833
W2946480077,W2797830018
W1690118697,W1574139722
W4251399879,W2026644009
W4251399879,W2585802776
W4251399879,W2753676324
W4224227301,W2138232287
W4224227301,W2341162792
W4224227301,W2897415334
W4253707597,W3031709872
W4386158367,W2157314782
W4386158367,W2461271891
W2787146752,W2041146488
W3041243564,W1981389907
W3041243564,W2479540663
W4386584461,W1594044849
W2476749566,W571437293
W4376863727,W1965253959
W4376863727,W571437293
W3044715073,W4246928532
W2579995484,W2413325260
W4284681104,W2108768814
W4284681104,W4230977085
W4310085230,W1964988123
W4310085230,W2129401377
